geoid,lat,lon,population
480219505042,30.1585763,-97.2588962,2298
480219508052,30.067525,-97.6108115,3292
480219506021,30.0511012,-97.0808126,1241
482090109092,30.0166368,-97.8877538,2054
484530016042,30.3087824,-97.7679767,666
482090105002,29.8683409,-97.954065,1147
484910201132,30.6782494,-97.6567289,1169
484530411002,30.3875316,-97.6785511,979
484530437001,30.392312,-97.6673246,2358
482090104011,29.8575486,-97.9226288,1324
482090108163,30.1595615,-97.9945155,3318
484530353002,30.4355526,-98.0959102,1202
484530325003,30.413982,-97.7395123,1582
484530342004,30.4357618,-97.7405656,1296
484530420001,30.4376085,-97.711903,1403
484530431001,30.3581886,-97.694045,895
484530024122,30.1855734,-97.7498856,784
484530024123,30.191682,-97.7549155,1650
484530024131,30.1972215,-97.7422286,1058
484530358002,30.4156487,-97.8920461,733
484530424003,30.3820463,-97.5502382,1352
484530022192,30.3104028,-97.5907723,1596
484530024511,30.1674716,-97.77431,3646
484530006072,30.2867081,-97.7463836,1177
484530011022,30.266609,-97.7450234,807
484530020071,30.2437223,-97.7790841,750
484530013122,30.2452677,-97.7539204,1745
484910212021,30.5933646,-97.4179914,3013
484910212022,30.580528,-97.4217514,1081
484910203262,30.4796986,-97.8447299,1600
484530020022,30.2209436,-97.7891755,819
484530407003,30.3677726,-97.7144025,2450
484530312002,30.2208548,-97.8472216,1800
484530409003,30.3780333,-97.6925235,336
484910211001,30.5709103,-97.4147932,1436
484910208171,30.5557158,-97.5943145,2712
484910201222,30.6379279,-97.7377457,1336
484910203352,30.5040045,-97.828791,1139
484910202073,30.7238091,-97.911725,1405
484910201242,30.6113457,-97.7637751,1249
484910206043,30.5712205,-97.767715,5408
484910208102,30.5219928,-97.5618115,734
484910208161,30.5160192,-97.5860836,1617
484910201172,30.7400022,-97.7190056,1337
484530002042,30.3135477,-97.7457495,946
484530002043,30.3071855,-97.7445644,731
484530003041,30.3082259,-97.714499,1272
484530024522,30.185926,-97.6308751,1328
484530333005,30.1800003,-97.9137764,1894
484530023272,30.237592,-97.7126238,4239
484530023273,30.238862,-97.7065829,0
484530428002,30.4509135,-97.6341711,1592
484530348001,30.2051118,-97.8668929,1055
484530409001,30.3695822,-97.6977911,2801
484530418002,30.3944477,-97.7038707,1918
484530376003,30.4280218,-97.9599903,1513
484530024532,30.17158,-97.6156723,2708
484530022182,30.3176285,-97.5278648,3496
482090105001,29.8706669,-97.9428117,2597
482090104012,29.8577763,-97.9424351,1587
484530020031,30.2192206,-97.7781233,1614
484530020041,30.232703,-97.7888007,958
484530023043,30.2416695,-97.7204469,1508
484530009011,30.2639172,-97.7172216,1617
484530009012,30.2664785,-97.7273353,1598
484530009021,30.2609284,-97.7067363,1711
484910201152,30.694699,-97.701965,2906
484910201091,30.6973213,-97.7835414,1452
484530023073,30.2190531,-97.736105,989
484530023152,30.2327526,-97.7305795,1869
484910202011,30.8022612,-97.721018,660
484530317002,30.1857705,-97.8344716,1188
484530021051,30.3085319,-97.7034163,1118
484530021123,30.3097326,-97.6800953,1913
484530019131,30.3185118,-97.8071485,3391
484530023151,30.2345938,-97.7330258,887
484530009023,30.2568324,-97.7178294,1424
484530015043,30.3510548,-97.7281022,1204
484910208081,30.5194781,-97.4547004,1244
484910216011,30.7912294,-97.5679114,975
484910209001,30.6470654,-97.3377119,841
484530316001,30.4268865,-97.7386752,1041
484910205152,30.5081977,-97.7220972,1841
484910203401,30.5935125,-97.8429185,3991
484910203492,30.508172,-97.8157382,569
484530009022,30.2570243,-97.7106188,1975
484530009024,30.2619393,-97.7293714,1808
484530010001,30.2579877,-97.7339922,686
484530010003,30.2527922,-97.716717,988
484530010004,30.2495981,-97.7232721,409
484910205093,30.5088824,-97.7515058,954
484530023072,30.2216188,-97.7455143,1335
484530454003,30.3859032,-97.7260439,3412
484530404003,30.3709797,-97.7346218,1843
484530023191,30.1998047,-97.6449201,2258
484530004023,30.2816518,-97.7219621,759
484530006011,30.2937354,-97.7396449,1153
484530022193,30.271382,-97.4887892,2295
480559603001,29.8749123,-97.7020113,1684
484910204032,30.4632826,-97.8010365,1248
484530304001,30.2089285,-97.8105372,2234
484530023242,30.2330217,-97.7182491,0
484530469002,30.4477558,-97.5763746,2458
484530467001,30.470898,-97.5769043,1383
484530374001,30.4371716,-98.0049554,449
484530302001,30.3740838,-97.7469222,1080
484530322001,30.3596299,-97.7603667,749
484910203112,30.4954588,-97.7965283,1938
484910205082,30.4888626,-97.7799701,1274
484530019212,30.2944105,-97.8695853,1342
484530024072,30.1463422,-97.811252,5581
484530458001,30.4078569,-97.4406984,4263
484530359002,30.6074921,-97.9935526,2292
484530430003,30.4393593,-97.6910329,1395
484530326002,30.4065207,-97.7812512,2652
484530428003,30.4590944,-97.6267564,4636
484530024501,30.1373273,-97.6130311,3845
484530024492,30.1566349,-97.6637092,2748
484530022162,30.2224933,-97.5571211,6500
484530024533,30.2009637,-97.5506658,2107
484530365002,30.3699591,-98.1149238,2617
484530410003,30.3703661,-97.6876942,1305
484530350001,30.3787595,-97.8648254,1531
484530307001,30.3535137,-97.7779628,1687
484530369001,30.3397003,-97.985351,1147
484530013092,30.2590909,-97.7673313,1385
484530366003,30.2721698,-98.0292419,3806
484530421002,30.4159575,-97.6896781,1665
484530462002,30.4657197,-97.6225017,847
484530460003,30.4861454,-97.59702,1974
484530312001,30.2253995,-97.8617896,876
484530407001,30.3654608,-97.7096301,477
484530340002,30.3127986,-97.9255472,823
484530024482,30.2016485,-97.6954345,5510
484530022142,30.2901644,-97.6508131,1138
484530374002,30.4248071,-98.0056038,2295
484530320004,30.2303375,-97.8542541,1110
480559607022,29.6712836,-97.6563707,1774
480559604003,29.8865643,-97.6989991,1710
484530372003,30.1608906,-97.8484161,1168
484530433001,30.3339028,-97.6977217,2093
484530312005,30.2141459,-97.859301,1012
484530309003,30.2022141,-97.8159746,693
484530024451,30.1465875,-97.7913863,1741
484530308001,30.4079563,-97.7594158,818
484530012001,30.2745143,-97.7577556,851
484530011012,30.2723402,-97.7466337,814
484530013101,30.2588747,-97.7609476,1294
480559603002,29.879401,-97.6728572,1204
484530003024,30.3075157,-97.7321039,1150
484530003022,30.303463,-97.7235799,1109
484530004011,30.2885489,-97.7200794,1249
484530023232,30.2333784,-97.7481133,1345
480559607012,29.696198,-97.6704336,1420
480559607013,29.684076,-97.6460134,305
484530019122,30.3356906,-97.7913994,1014
484530019132,30.3103592,-97.7897504,1890
484530304002,30.2086419,-97.8007751,543
482090108141,30.0145682,-98.1101396,875
482090109152,30.07635,-97.8641098,6030
482090108151,30.1846707,-97.9532386,2138
484530343001,30.4334918,-97.8096371,2581
484530329003,30.3786719,-97.8366774,2233
484530329001,30.3514926,-97.8197064,3676
484530335002,30.1987068,-97.8438377,1762
484530317001,30.1831802,-97.8330729,1485
484530329002,30.3570246,-97.8526109,2309
484530019211,30.280272,-97.885461,2395
484530400003,30.343709,-97.7010959,1420
484530315001,30.3443093,-97.9542916,2064
484530340001,30.3280293,-97.9009005,3230
484530302003,30.3706041,-97.7517894,955
484530313002,30.1851088,-97.8596173,2238
484530318003,30.176895,-97.8315453,1416
480559601031,30.0433071,-97.658397,1413
480559605012,29.8160624,-97.8350529,1210
484910203192,30.5603395,-97.8273981,907
484910203391,30.574595,-97.8089095,3362
482090109192,30.0194463,-97.8153177,2760
482090109211,30.0068941,-97.8067418,941
482090108165,30.1705674,-97.9802053,4465
482090108124,30.0341443,-98.0725353,895
482090108101,29.9961799,-98.1354967,1419
482090109242,29.9897609,-97.8662983,3006
482090109142,30.0391701,-97.8990319,1819
482090109213,30.0056396,-97.8127069,1049
484910207121,30.4995202,-97.6422868,2811
484530023142,30.2281398,-97.7203472,917
484530015034,30.3281841,-97.7106612,1601
484910206062,30.5411175,-97.7456379,1937
484530357003,30.460862,-97.8495384,2049
480219507002,30.0379473,-97.1926591,1025
482090109053,29.9822427,-97.8812919,1934
484530023101,30.2133021,-97.6534621,847
