geoid,lat,lon,population
484530024442,30.2025119,-97.7798612,2608
484530024373,30.1713027,-97.7920763,1787
484530314003,30.3893149,-97.9458819,1530
484530303001,30.2277107,-97.7961015,1410
484530303003,30.2171861,-97.7934236,1374
484530022161,30.2423658,-97.6171675,3508
484910208151,30.5212355,-97.6060782,1786
484910205173,30.4919868,-97.7400398,1593
484910203431,30.5856244,-97.9081373,3069
484910203562,30.4799915,-97.8093376,1643
484910215122,30.5262145,-97.6497783,2089
484910207101,30.4855006,-97.6384218,1371
484910205122,30.4862623,-97.685955,1955
484530002061,30.3202581,-97.7435341,1159
484530002062,30.3313364,-97.7449009,1349
484530002051,30.3304798,-97.7364481,978
484530002052,30.3234058,-97.7374378,1175
484910207071,30.5104283,-97.6486718,2712
484910215091,30.5770325,-97.6576545,2267
484910215151,30.560662,-97.6665084,2838
484910204112,30.4534462,-97.7381101,1258
484530300004,30.3739993,-97.7660306,1440
484530419002,30.3852552,-97.690599,969
484530024401,30.152448,-97.742918,1940
484530024113,30.1967312,-97.7491454,969
484530024121,30.1908591,-97.7471935,2103
482090109093,30.0230314,-97.8781452,7702
484530425001,30.4524539,-97.5091792,827
484530438002,30.3841206,-97.6617497,1911
484530328001,30.3978551,-97.7639672,2692
484530470001,30.4373117,-97.5915846,1414
484530024452,30.1489035,-97.775613,2969
484530356002,30.4618553,-97.8914208,1301
484530464001,30.4741622,-97.6476973,1474
484530022191,30.270174,-97.5339014,2484
484530339001,30.3316055,-97.8672604,3781
484530456002,30.4704077,-97.6794802,3270
484530373002,30.4447901,-97.9896929,1347
484530447001,30.4143113,-97.6281881,1741
484530448001,30.4148189,-97.5981651,4370
484530336003,30.3646827,-97.9622055,1952
484530348003,30.208338,-97.8815864,2124
484530015042,30.3428188,-97.7228248,989
480219507001,30.010953,-97.147144,1003
484530023102,30.2423539,-97.6592003,1884
484530023162,30.2302024,-97.7277031,1130
484910207093,30.4906667,-97.6571343,2458
484530366002,30.286429,-97.971057,2983
484530352002,30.3937891,-98.0290418,1029
484530323001,30.3564049,-97.749892,1327
484910205031,30.4948631,-97.69974,1297
484910213001,30.7860905,-97.4312745,1034
484910214023,30.6310736,-97.6813747,593
484910209003,30.5378648,-97.2681092,1734
480219501012,30.2154145,-97.4290309,2532
484530337002,30.4398295,-97.7906726,1649
484530315002,30.3781737,-97.9274369,1567
484530019112,30.2585241,-97.7909024,923
484910206042,30.5488963,-97.7571998,1876
484910203491,30.514355,-97.8192745,1210
484910202081,30.7598134,-97.9298625,3096
484910203302,30.630287,-97.964049,2304
484910216013,30.801017,-97.6016483,4002
484910201092,30.6985534,-97.7620048,894
484910207062,30.5033496,-97.6164935,2320
484910201151,30.7041094,-97.7056518,3478
484910216012,30.7587159,-97.6222699,1463
484910210001,30.5740931,-97.4003702,309
484910210003,30.5568005,-97.4235536,1300
480219507003,30.004348,-97.1423526,1096
484530375001,30.4976157,-97.9023185,1553
484530424004,30.3566395,-97.5689831,2240
484530336002,30.350073,-97.970482,606
484530334001,30.2125986,-97.8384241,1875
484530333004,30.1587237,-97.878535,4330
484530010002,30.2564141,-97.7280837,600
484530019121,30.3220747,-97.8279266,3237
484530373001,30.4654687,-97.9901454,1960
484530001021,30.3342867,-97.7695659,1560
484530444002,30.4340284,-97.6428301,751
484530349003,30.368027,-97.9045991,4497
484530358001,30.4350894,-97.8519371,3581
484530400002,30.3422016,-97.7117664,1174
484530308003,30.4047325,-97.7537102,523
484530360002,30.5463922,-97.8940714,1359
484530460002,30.4872071,-97.6163717,814
484530020042,30.2395848,-97.784876,1630
484530412002,30.4085614,-97.6869949,1578
484910215172,30.5248346,-97.6602344,1035
484910202033,30.7544605,-97.7623968,1731
484910203331,30.4708684,-97.8347542,1508
484910208202,30.5260503,-97.5376774,5579
484910201233,30.6218415,-97.7153608,1479
484910214062,30.6163328,-97.679751,787
484910201231,30.6210917,-97.6984484,1529
484910205094,30.5126503,-97.7453894,1740
484910201241,30.6252645,-97.7507263,587
484910208132,30.5964059,-97.5244774,6702
484910201191,30.7233321,-97.7579236,2817
484910201221,30.6649273,-97.7805744,1146
484910205034,30.4917971,-97.7152984,1869
484910207042,30.4984427,-97.6727179,2204
484530339002,30.3416237,-97.8692194,1873
484530344002,30.4423856,-97.8305597,1729
484530006062,30.2919097,-97.7427939,1229
484530369002,30.3444135,-97.9919691,1767
484910201243,30.6278524,-97.8014901,4663
484530003092,30.289294,-97.7032871,810
484530326003,30.4083255,-97.7733225,1068
484530434001,30.3284539,-97.699033,3051
484530318001,30.1805383,-97.8268555,543
484530318002,30.1845976,-97.8227741,1398
484530331001,30.3799224,-97.9764523,2049
484530349002,30.3846674,-97.9035861,1309
484530024221,30.1906024,-97.7846019,3145
484910203212,30.5460501,-97.8464491,1424
484910215181,30.5392249,-97.65609,1793
484910215111,30.5345671,-97.6284526,2255
484910208123,30.5849059,-97.5688664,1402
484910201093,30.6839977,-97.7437804,2375
484910203111,30.4843133,-97.7973573,3044
484910205081,30.4820275,-97.7705807,2909
484910205142,30.5155227,-97.7268881,2484
484530309001,30.1944885,-97.8162429,993
484530318004,30.1767918,-97.825232,1045
484530341001,30.4448574,-97.732286,3389
484530025005,30.4181218,-97.7541564,429
484530013043,30.2504764,-97.7773945,431
484530016035,30.2976137,-97.7626199,1315
484530021042,30.3114555,-97.6991172,1170
484530003023,30.3017976,-97.7277873,1608
484530015032,30.3355469,-97.7153918,669
484530015033,30.3278956,-97.7196904,1906
484530005002,30.2975252,-97.7329994,1233
484530021122,30.3178309,-97.6828643,2497
484530019111,30.2499194,-97.7969387,1268
484530370002,30.3164043,-97.9624568,3038
484530019161,30.3051275,-97.8926604,2374
484530408002,30.3784877,-97.7024942,1157
484530444003,30.433296,-97.6277408,736
484530320006,30.2317993,-97.842002,668
484530024071,30.1188629,-97.816251,2553
480219501021,30.3691661,-97.3299048,2743
484530429001,30.4320193,-97.680986,1423
480219502022,30.3494757,-97.3989298,3158
484530301002,30.3808946,-97.7615409,1097
484530424002,30.3455321,-97.627693,4071
484530019145,30.2446451,-97.8190526,668
484530451001,30.4311133,-97.6920732,2609
484530335003,30.2058918,-97.8536799,1819
484530461002,30.4809466,-97.6211712,942
484910203372,30.535092,-97.8664475,1900
484910208112,30.5252101,-97.5486654,1586
484910208101,30.5084003,-97.572947,1278
484530024391,30.1636745,-97.7542523,898
484530020072,30.2350554,-97.7825504,1431
484530445003,30.4370557,-97.6228607,1109
484530302004,30.3657143,-97.7457102,1997
484530369003,30.3449128,-97.9776946,1342
484530463001,30.4486568,-97.6122968,2629
484530416004,30.3547647,-97.675545,1838
484530353001,30.3799323,-98.0610857,510
482090108062,30.175983,-98.0274451,2299
484530352003,30.4383437,-98.0437696,603
484530364002,30.489161,-98.0562705,1084
484530345001,30.4326163,-97.8215891,2412
484530300001,30.3713689,-97.7789431,1243
484530455002,30.452333,-97.6864195,2986
484530319001,30.1719206,-97.8465659,2430
484530446002,30.4191418,-97.6355939,1775
482090106011,29.8821247,-97.9558003,1162
484910203272,30.5252509,-97.8376294,2383
484530022171,30.3388855,-97.4539167,2854
484530326001,30.4189267,-97.7742897,2313
484910215142,30.5565031,-97.6728223,1913
484910215173,30.5302319,-97.6558461,880
484910208141,30.516621,-97.5967185,3023
484530334002,30.2101653,-97.8449107,1421
480219501023,30.3038849,-97.2188991,1472
480219503022,30.0572393,-97.3253863,1319
480219504012,30.1223818,-97.2977484,1289
480219503033,30.0777315,-97.4074358,1945
480219505052,30.2239201,-97.2346727,2423
480219505033,30.1211054,-97.2162469,2104
480219506012,29.8934061,-97.2489019,849
480219506022,30.0940384,-97.1409971,893
480219505053,30.2572913,-97.2907417,588
480219505041,30.2467025,-97.1309489,337
480219506013,29.9326327,-97.3602042,1631
484530300003,30.3638016,-97.7766819,617
484530338002,30.4293911,-97.7918643,1525
480219501024,30.2853389,-97.3147184,0
480219503012,30.1399695,-97.3932857,1875
482090106031,29.8871823,-97.9714949,2590
482090103053,29.8940763,-97.9081439,1258
482090107033,29.8971186,-97.9551536,1964
480219503013,30.1712037,-97.4842437,2319
480219504021,30.0724064,-97.2876836,1312
482090108092,30.2590879,-98.0492409,971
480219504014,30.1373944,-97.324083,2043
480219505032,30.0466506,-97.2453356,1233
482090103054,29.8930547,-97.9045654,1433
482090104013,29.857124,-97.9476239,1938
484530457003,30.4578674,-97.6721802,591
484530429002,30.4325391,-97.673095,1805
484530312004,30.2156693,-97.8672937,1941
484530002032,30.3166404,-97.7355011,2386
484530014023,30.2387313,-97.7408358,878
484910203371,30.5274936,-97.8626577,1917
484910207111,30.5068517,-97.6317536,2112
484910208164,30.5049348,-97.5916926,1622
484910201182,30.7040164,-97.7419926,1120
484530024322,30.0975315,-97.7138586,1372
484530001011,30.32326,-97.7477495,1003
484530001012,30.3289062,-97.756538,1471
484530001013,30.3151007,-97.7513885,551
484530336001,30.3779276,-97.9674046,1542
484530003052,30.3138371,-97.7287094,1023
484530372002,30.1576563,-97.8393753,2452
484530354001,30.3410845,-98.0088849,2886
484530331003,30.3656102,-97.9875503,898
484530364001,30.4908393,-97.9554951,1611
484530021041,30.3172502,-97.6946194,1373
484530003051,30.312085,-97.7234539,1150
484530330003,30.2479675,-97.9109273,1599
484530021052,30.3167562,-97.7105296,563
484530021053,30.3192233,-97.6998724,747
484530021061,30.3113948,-97.6890435,546
484530021062,30.3036944,-97.6866421,1002
484530003071,30.2970325,-97.7125652,2017
484530013071,30.2310665,-97.7712704,1477
484530015052,30.340576,-97.7331831,1442
480559601033,29.9889673,-97.651512,3244
484910203461,30.5388652,-97.7928733,1542
484910203411,30.5697159,-97.8384859,3958
484530003053,30.3190733,-97.7256729,1202
484530004022,30.2836184,-97.7100419,713
484530015053,30.3365973,-97.7246132,1083
484530019183,30.2935356,-97.8112498,1358
480559606002,29.7812889,-97.4590644,1442
484910215152,30.5522389,-97.6658107,2254
484530307003,30.3355065,-97.7787466,1428
484530307002,30.3459974,-97.7755599,991
484910204042,30.4528785,-97.816709,2299
484910204082,30.4553965,-97.7846629,2120
480219504011,30.1151837,-97.3265623,1218
480219502021,30.374058,-97.3827631,1135
484910215031,30.5209018,-97.6821687,1329
484910205032,30.5017106,-97.6922796,1771
484910215032,30.5241098,-97.6710251,3379
484910207011,30.5059838,-97.678905,687
484530015013,30.3551472,-97.7427757,662
484910204102,30.4380223,-97.7641749,1545
484530015054,30.331548,-97.7268225,1221
484530015051,30.3353845,-97.7348826,1005
484910201083,30.6811732,-97.703876,1377
484530001022,30.3191841,-97.7637484,636
484530016031,30.3022305,-97.7517021,696
480219507004,29.9961886,-97.1577238,1566
484910204051,30.4572362,-97.7951519,621
484910204052,30.4543494,-97.7999113,1388
484910208103,30.5059375,-97.5581012,5115
484910203381,30.5522664,-97.8668242,6880
484910201211,30.6534314,-97.7075688,987
484530024233,30.1803481,-97.799467,1947
484530024222,30.1823631,-97.7794163,2857
484530024223,30.1802703,-97.7895912,2308
484530024232,30.1793845,-97.8124757,2578
484530423001,30.4467166,-97.6789744,2631
484530423002,30.4383017,-97.6800045,1349
484910206021,30.5296636,-97.7073567,2259
482090109222,30.0662774,-97.8161405,2706
482090104021,29.8379938,-97.9209311,3027
482090109253,29.9993589,-97.8812884,2964
484910203361,30.4941453,-97.8334126,1105
484910215161,30.5411188,-97.6634935,1079
484910215131,30.5488346,-97.6822106,1601
484910203333,30.4664717,-97.825869,2436
484910206061,30.5378915,-97.7338081,2571
484910215023,30.5345442,-97.6747158,1930
484910203344,30.4714572,-97.8210436,686
484910203341,30.4710868,-97.8069519,4063
484910208121,30.5758411,-97.5963272,2683
484910201142,30.6562537,-97.681689,573
484910214051,30.6472646,-97.6573419,1837
484530411001,30.3812655,-97.6802163,447
484530023271,30.2414975,-97.6951149,680
484530024412,30.1839084,-97.7613455,1899
484530024471,30.1941946,-97.7332525,2183
484530355001,30.4857727,-97.8582899,1943
484530333003,30.1844329,-97.9236887,1169
484530023201,30.221926,-97.6951902,4328
484530004013,30.2855617,-97.7297581,1061
484530024372,30.1579505,-97.7956163,1082
484530022141,30.2936767,-97.6573631,584
484530338003,30.427039,-97.8001999,1581
484530022143,30.2763965,-97.6536056,1625
484530468002,30.4665938,-97.5613484,7241
484530023145,30.2225924,-97.7123323,771
484530440001,30.3912267,-97.6559894,368
484530016061,30.3056732,-97.7608291,135
484530014032,30.2429489,-97.7333201,726
484530015011,30.3535575,-97.7361693,742
484910203232,30.5310805,-97.8517955,746
484910203252,30.5376774,-97.8394223,693
484910205072,30.4984965,-97.730054,2789
484910207012,30.514035,-97.6652988,2148
484530011023,30.2649737,-97.7483854,806
484530309004,30.1994998,-97.81149,1080
484530450001,30.3712573,-97.641038,2379
484530022211,30.3203581,-97.6171416,2677
484910214042,30.6322842,-97.636339,1647
484910203311,30.5656275,-97.8791185,4240
484910201144,30.6670369,-97.6751022,1627
484910205112,30.4922004,-97.6816717,2207
484910207102,30.4800983,-97.6559936,2052
484530342001,30.4299706,-97.745048,1685
484530425003,30.4401184,-97.5453799,5339
484530445001,30.4288638,-97.618586,3069
484530323003,30.354416,-97.7518682,1393
484530455001,30.4536578,-97.6920883,1428
484530422001,30.4108566,-97.7044132,766
482090102001,29.8936427,-97.9452216,1336
482090107021,29.9370403,-97.9182443,1571
482090109051,30.0203305,-98.0076183,6350
484530016022,30.282723,-97.7692115,971
484910207112,30.5042096,-97.6249125,2450
484910203373,30.5449535,-97.855226,2007
484910203542,30.519305,-97.8562918,1668
484910201111,30.6713973,-97.7091202,3354
484910203363,30.4992639,-97.8245676,2390
484910216014,30.8156383,-97.5928048,4725
484910215141,30.5615632,-97.6734684,2271
484910203513,30.5455153,-97.8139668,2063
484910208182,30.5430153,-97.6103623,2644
484910208162,30.5349158,-97.5833083,1890
484910208181,30.5586793,-97.6210309,2351
482090103052,29.8904362,-97.9073706,1578
482090102003,29.8878282,-97.9432205,1866
484910216032,30.8435018,-97.626125,1844
482090106023,29.8572974,-98.0199463,2676
482090103061,29.9160786,-97.8790204,4340
482090108171,30.2313768,-98.0981823,2041
482090109163,29.9686952,-97.8118819,1853
482090109212,29.9956742,-97.7816595,3051
484530432003,30.3519268,-97.7021453,945
484530432002,30.3473691,-97.699134,554
484530337001,30.4396997,-97.8023508,1247
484530327002,30.4276417,-97.7657973,2134
484910203312,30.5739065,-97.8625715,2980
484910201183,30.717643,-97.7445675,2039
484910208163,30.5098554,-97.5784387,1084
484530001014,30.3119232,-97.7536549,1682
484530348002,30.2014715,-97.8760185,1760
484530006053,30.2918779,-97.7485471,920
484530022133,30.2890279,-97.6351289,1460
484910206073,30.5498876,-97.723448,1418
484910215182,30.5361305,-97.6620712,2133
484910205151,30.5066736,-97.730519,2108
484910214041,30.6378808,-97.6368828,828
484910208223,30.6548526,-97.6481646,1605
482090108162,30.1990621,-97.9798561,717
482090109151,30.0974474,-97.8600007,2168
480559602002,29.8511295,-97.6733098,2151
484530004012,30.2933071,-97.7248275,2108
484530007001,30.2777004,-97.7411232,1212
484530016021,30.2900812,-97.7782019,999
484530016023,30.2838942,-97.7797733,942
484530019191,30.2744708,-97.7861878,1418
484910205132,30.4685841,-97.6986332,1109
484910205171,30.4929039,-97.7464436,1695
484910203113,30.4770484,-97.7894668,5898
484910203471,30.5026858,-97.7977506,541
484530406002,30.3640659,-97.7057046,917
484530409002,30.3760876,-97.6964877,1079
482090109172,29.9422635,-97.8598399,1049
484530024411,30.1814813,-97.7698558,3784
484530461001,30.4715763,-97.6078609,5203
484530003021,30.299731,-97.7195388,602
484530024433,30.1947833,-97.7722404,1218
484910215093,30.5714676,-97.6650699,919
484910205161,30.4948272,-97.7647671,2221
484910207092,30.4931097,-97.6639899,874
484530313001,30.1951463,-97.8545191,1744
484530427002,30.4662437,-97.63967,2956
484530024392,30.1602671,-97.7401108,2641
484530441001,30.4439939,-97.6601373,1035
484910203472,30.5187705,-97.7812299,2455
484910203501,30.5118508,-97.8026382,2711
484910203503,30.5067445,-97.8053042,2153
480219504013,30.1068891,-97.3234709,591
482090101001,29.8828279,-97.9417543,1760
484910214021,30.6444664,-97.6755892,1195
484530024341,30.0728551,-97.743328,1935
484910203301,30.6767084,-97.9866246,2410
484910203101,30.5532376,-97.7759601,3462
484910209004,30.4689232,-97.3506147,1661
484910204053,30.4508753,-97.8068214,2903
484910204061,30.4512819,-97.7753925,3117
484530023163,30.2338429,-97.7264707,1276
484530013072,30.2419411,-97.7652834,920
484530013073,30.2373993,-97.7683911,2690
484530013082,30.2387552,-97.7578847,572
484530013083,30.2336556,-97.7611383,968
484530024133,30.1900923,-97.7430498,734
484530024091,30.2113986,-97.7911147,1237
484910203343,30.4767209,-97.8312324,806
484910205163,30.4896312,-97.7617167,3012
484530449002,30.3843831,-97.628325,8334
484530019172,30.264473,-97.8194466,1336
484530024441,30.2106314,-97.7759052,860
484910204031,30.4599858,-97.8084931,1349
484910201143,30.6650051,-97.688596,1422
482090109133,30.0954268,-97.834565,1337
484530021091,30.2827105,-97.6997804,554
484530021092,30.2795723,-97.6914013,1734
484910203211,30.5535065,-97.8488554,664
484530021133,30.3207132,-97.6732562,1347
484530021131,30.3152285,-97.6678066,1291
484910201131,30.66166,-97.6640501,1426
484910216031,30.7723979,-97.6502428,1673
484910206071,30.541758,-97.7166375,3202
484910215102,30.5791608,-97.6675359,1363
484910201232,30.6147987,-97.7108306,624
484910205071,30.5023846,-97.7364196,1048
484910205131,30.466795,-97.690412,2127
484910215101,30.5763621,-97.6785097,1689
484910208142,30.5154072,-97.6010978,950
484530315003,30.3844383,-97.9306774,2021
480219502023,30.331493,-97.3782199,2051
484910213002,30.7338217,-97.4440094,498
484530006081,30.2864722,-97.7432417,2700
484530006073,30.2842227,-97.746558,843
484530366001,30.25118,-97.9522952,2460
484910203421,30.6017833,-97.8749424,3681
484910214043,30.6283087,-97.647882,3051
484910215104,30.5676518,-97.677505,3109
484910205121,30.4790402,-97.6887756,1798
484910203441,30.5810587,-97.8662522,5105
484910203452,30.5137978,-97.7624024,2414
484530019173,30.2872347,-97.8388146,1905
484530015012,30.3434565,-97.7489245,2488
484910208122,30.5642996,-97.5480248,2571
484910203511,30.5458207,-97.8341588,1061
484910201171,30.725383,-97.7123211,938
484910203263,30.4820701,-97.8395313,2008
484910208172,30.5429849,-97.579595,3103
484530367004,30.2007407,-97.9014425,1388
484530350002,30.3858404,-97.87715,2612
484530002054,30.3258666,-97.7308018,1668
484530014011,30.2451057,-97.7478799,1179
484530416002,30.3696159,-97.6737757,2203
484530019171,30.2787518,-97.8374308,1033
484530011021,30.2684664,-97.7492191,1993
484530410004,30.367527,-97.6891374,3100
484530410002,30.3644157,-97.6894706,1791
484530022183,30.3099267,-97.470676,481
484530443001,30.4111153,-97.6430378,2656
484530305003,30.3696708,-97.7939719,1491
484530416001,30.3570029,-97.68056,1868
484530440002,30.4000197,-97.6645181,4854
484530013081,30.2276787,-97.7650543,1511
484530023222,30.221263,-97.7528359,657
484530008023,30.2700814,-97.7111778,1097
484530023042,30.2477531,-97.7326655,721
484530012002,30.2760573,-97.7550409,792
484530014021,30.2464417,-97.7395444,692
484530416003,30.3619813,-97.678455,2054
482090109252,29.9982247,-97.8725826,1281
484530019232,30.2522502,-97.7806429,1387
482090109241,29.9981493,-97.8571865,1891
482090106012,29.88864,-97.9612091,1526
482090103072,29.8912621,-97.9161908,754
484910207073,30.5030243,-97.6578182,1539
484910205111,30.4950921,-97.6881484,1808
484910203521,30.5313266,-97.8191421,2340
484910202012,30.8597376,-97.7042645,1104
484530335001,30.2063888,-97.8474343,1983
484530006052,30.2893042,-97.7496601,1040
484530006061,30.2943811,-97.74318,244
484530006071,30.2858433,-97.7510816,898
482090109231,30.0454901,-97.7823299,2144
482090109221,30.0438861,-97.8127258,5948
484530024303,30.1726739,-97.7631368,1979
484530309005,30.1947727,-97.8267855,1907
484530363001,30.5484152,-97.9935595,1571
484530439001,30.404245,-97.6500993,1570
484530003091,30.2945494,-97.7029865,2185
484530003081,30.2961202,-97.6944443,2704
484530344001,30.4308781,-97.8387944,470
484530367002,30.1916249,-97.914771,1683
484910203291,30.6248487,-97.8698538,2376
484910205033,30.4908803,-97.7268055,1503
484530454001,30.4085967,-97.7242507,1482
484530019144,30.2622302,-97.8440825,1701
484530011011,30.2696516,-97.7375527,846
484530356001,30.4303458,-97.9057655,1262
484530408001,30.373863,-97.7077147,2148
484530417001,30.3876304,-97.7031289,1231
484530419001,30.3957942,-97.6903757,2474
484530320005,30.2295292,-97.8470042,1374
484530013103,30.253134,-97.7633395,938
484530024321,30.1520733,-97.7102203,4844
484910202072,30.6923751,-97.924615,1790
484539800001,30.1946533,-97.6666563,0
484910214071,30.6295308,-97.6713047,551
484530421004,30.4174026,-97.681335,1525
484530024241,30.1905789,-97.8021281,1147
484530024242,30.1947657,-97.7946389,2356
482090104023,29.8208858,-97.9676858,4282
480219503021,30.098206,-97.357829,2923
480219505062,30.1741025,-97.2965943,2948
480219503034,30.1144403,-97.4536993,4013
484910201112,30.6543056,-97.6891333,892
484910215061,30.5514813,-97.6375634,1587
484530024031,30.2139103,-97.7609197,1510
484530008031,30.278278,-97.7131038,1930
484530008032,30.2771064,-97.7185926,639
484530008033,30.2757418,-97.7259909,827
482090103091,29.899816,-97.9116089,2819
482090109131,30.0795163,-97.827553,2860
482090107031,29.8929945,-97.9308832,0
484530308002,30.3924653,-97.7486693,1648
484530338001,30.433074,-97.7836756,1296
484910206041,30.5943034,-97.727929,2573
484530024512,30.1628795,-97.7822419,3865
484530436001,30.3417916,-97.6513922,1658
484530332002,30.1517243,-97.8304739,2172
484530372001,30.1519006,-97.845113,2449
484530024443,30.1967555,-97.7824419,549
484530023251,30.2315444,-97.7090379,609
484910207041,30.5075084,-97.6656829,1648
484910213004,30.7334191,-97.4104523,1393
484910203251,30.5358988,-97.8435802,1523
484910209002,30.5855409,-97.2990642,902
484910215021,30.5301229,-97.6842944,494
480559604001,29.9017273,-97.689058,2429
480559601021,29.8181412,-97.6513961,1141
484910210002,30.5535372,-97.3882276,1277
484910212012,30.5790061,-97.4275916,904
480559602001,29.8818589,-97.6483374,1087
480559602003,29.860891,-97.6364522,1773
482090103021,29.8672305,-97.9012088,1745
482090108111,30.0682253,-98.1651867,1334
482090109112,30.1113515,-97.8693825,1089
482090109122,30.1049954,-97.9081808,1334
484910215121,30.5380065,-97.6419543,2852
484910206072,30.5477975,-97.7009566,2427
484910201181,30.7037173,-97.7269691,1363
484910203332,30.4646835,-97.8315115,1339
484910214061,30.5994015,-97.681708,4047
484910214053,30.6074047,-97.6482519,3479
484910206083,30.5621819,-97.7183351,2006
484530019182,30.2856769,-97.8166258,470
484530023211,30.2340108,-97.6956834,882
484530024382,30.1678619,-97.8042256,2342
484530008021,30.2786949,-97.7058611,1404
484530002053,30.3202581,-97.7314608,608
484530454002,30.4035607,-97.721309,1474
484530430002,30.4376615,-97.6866877,406
484530457001,30.4464063,-97.6711976,888
484530346001,30.4228764,-97.8312572,1569
484910204092,30.4593391,-97.7713565,1883
484910204104,30.4463639,-97.7729773,1853
484530024112,30.1994992,-97.7560889,2172
484530014022,30.2431726,-97.7435354,750
484910204054,30.4429474,-97.7868167,2878
484530023144,30.2273812,-97.719107,1527
484530346003,30.4088624,-97.8321068,247
484530452002,30.4235712,-97.6847641,1767
484530426002,30.4520633,-97.6500406,2186
484530445002,30.443039,-97.6351425,1061
482090103022,29.8815048,-97.9289839,822
484530333002,30.167421,-97.8639035,455
484530371001,30.1660102,-97.8552489,973
484530371002,30.1562388,-97.8574138,1729
484530015041,30.3455683,-97.7184735,2943
484530008011,30.2669322,-97.7014639,2222
484530006012,30.2860516,-97.7376998,8681
484530467002,30.4764641,-97.5842693,2275
484530022221,30.3026235,-97.6360781,1976
484530444001,30.4302032,-97.632624,3167
484530023213,30.2267801,-97.6955192,1771
484530024432,30.1992212,-97.7731079,1602
484530325002,30.4029496,-97.7353132,1478
484530414001,30.4140479,-97.7128669,1124
484530413001,30.4220465,-97.7203403,2004
484530321001,30.2248867,-97.8277702,1847
484530022194,30.2910849,-97.4955826,1133
484530024362,30.0910391,-97.6579099,1206
484530466001,30.488945,-97.5637878,5513
484530015044,30.3455555,-97.7307654,1322
484530019192,30.2786148,-97.7998997,2234
484530025001,30.4121817,-97.7610542,1419
484530025003,30.4137029,-97.7558491,1877
484530025004,30.4127915,-97.7501389,1065
484530314002,30.4043358,-97.9121703,990
484530014013,30.2518448,-97.7453374,1018
484530023233,30.2296869,-97.7527029,1865
484530435002,30.373161,-97.6517612,3021
484530024521,30.2021516,-97.6276731,1459
484530023241,30.2357646,-97.7200114,930
484530457002,30.4413872,-97.6729203,1934
484530005003,30.2939335,-97.7350124,815
484530320003,30.2301875,-97.8327365,390
480219504032,30.103669,-97.3338055,1285
484910216021,30.654968,-97.5519365,1569
484910215022,30.5313532,-97.6729381,2316
484530024073,30.1362122,-97.8163389,2136
484530024461,30.1274335,-97.789187,1287
484910208131,30.5511953,-97.5486723,2849
484910208191,30.5079403,-97.5141148,1515
484910203264,30.5043358,-97.8528377,1241
484910203292,30.6326595,-97.8701491,8435
484910214052,30.6181003,-97.6573502,2070
484910208111,30.5259406,-97.5603973,2796
484530008041,30.2696968,-97.7174616,1156
484530008042,30.2703213,-97.7245579,1288
484910201203,30.652758,-97.811164,2636
